Calendar Year,Fishery,LATITUDE (5° cell),LONGITUDE (5° cell),Species Category,Species (or group),Number of vessels with observer data ,Observed Captures (number),Observed Capture Rate (per 1000 hooks),Observed Mortalities (number),Observed Mortality rate (per 1000 hooks),Observed Live Releases
2016,L,-22.5,167.5,SHK,PELAGIC THRESHER SHARK,4,4,0.076074553,0,0.000000000,4
2016,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,23,1,0.001635529,0,0.000000000,1
2016,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,25,2,0.002260549,2,0.002260549,0
2016,L,-17.5,-152.5,SHK,PELAGIC THRESHER SHARK,3,3,0.040779708,0,0.000000000,3
2016,L,-17.5,-147.5,SHK,PELAGIC THRESHER SHARK,6,1,0.037625103,0,0.000000000,1
2016,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,49,3,0.001498149,1,0.000499383,1
2016,L,-12.5,-147.5,SHK,PELAGIC THRESHER SHARK,10,1,0.010589070,0,0.000000000,1
2016,L,-12.5,-142.5,SHK,PELAGIC THRESHER SHARK,11,2,0.008718586,0,0.000000000,2
2016,L,-12.5,157.5,SHK,PELAGIC THRESHER SHARK,4,1,0.012659350,1,0.012659350,0
2016,L,-7.5,-162.5,SHK,PELAGIC THRESHER SHARK,8,1,0.004220157,1,0.004220157,0
2016,L,-7.5,-157.5,SHK,PELAGIC THRESHER SHARK,3,1,0.048553117,0,0.000000000,0
2016,L,-7.5,-132.5,SHK,PELAGIC THRESHER SHARK,5,10,0.112461904,2,0.022492381,2
2016,L,-7.5,152.5,SHK,PELAGIC THRESHER SHARK,3,3,0.051271534,1,0.017090511,0
2016,L,-7.5,172.5,SHK,PELAGIC THRESHER SHARK,8,1,0.002220914,0,0.000000000,0
2016,L,-7.5,177.5,SHK,PELAGIC THRESHER SHARK,8,1,0.002178521,0,0.000000000,1
2016,L,-2.5,-167.5,SHK,PELAGIC THRESHER SHARK,13,2,0.009040733,0,0.000000000,2
2016,L,-2.5,-162.5,SHK,PELAGIC THRESHER SHARK,9,3,0.040216634,0,0.000000000,0
2016,L,-2.5,172.5,SHK,PELAGIC THRESHER SHARK,4,1,0.009646550,0,0.000000000,1
2016,L,2.5,-172.5,SHK,PELAGIC THRESHER SHARK,10,3,0.028885316,0,0.000000000,0
2016,L,2.5,-167.5,SHK,PELAGIC THRESHER SHARK,12,1,0.009420276,0,0.000000000,0
2016,L,2.5,-157.5,SHK,PELAGIC THRESHER SHARK,4,1,0.049960032,1,0.049960032,0
2016,L,2.5,152.5,SHK,PELAGIC THRESHER SHARK,7,1,0.011707683,0,0.000000000,0
2016,L,2.5,157.5,SHK,PELAGIC THRESHER SHARK,5,1,0.008872248,0,0.000000000,0
2016,L,2.5,162.5,SHK,PELAGIC THRESHER SHARK,7,3,0.028357800,0,0.000000000,3
2016,L,2.5,177.5,SHK,PELAGIC THRESHER SHARK,11,1,0.002638620,1,0.002638620,0
2016,L,7.5,-167.5,SHK,PELAGIC THRESHER SHARK,5,9,0.068074549,4,0.030255355,0
2016,L,7.5,137.5,SHK,PELAGIC THRESHER SHARK,3,6,0.097421576,0,0.000000000,0
2016,L,7.5,142.5,SHK,PELAGIC THRESHER SHARK,3,3,0.131285283,0,0.000000000,0
2016,L,7.5,152.5,SHK,PELAGIC THRESHER SHARK,3,1,0.025920838,0,0.000000000,0
2016,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,32,274,0.436276555,232,0.369402046,14
2016,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,35,33,0.066846274,17,0.034435959,16
2016,L,12.5,-157.5,SHK,PELAGIC THRESHER SHARK,8,4,0.064871878,2,0.032435939,2
2016,L,17.5,-167.5,SHK,PELAGIC THRESHER SHARK,5,2,0.073667538,0,0.000000000,2
2016,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,61,3,0.003486268,2,0.002324179,1
2016,L,17.5,-152.5,SHK,PELAGIC THRESHER SHARK,13,3,0.017669926,2,0.011779951,1
2016,L,17.5,142.5,SHK,PELAGIC THRESHER SHARK,7,1,0.017230388,0,0.000000000,0
2016,L,17.5,152.5,SHK,PELAGIC THRESHER SHARK,5,6,0.049025215,0,0.000000000,0
2016,L,17.5,157.5,SHK,PELAGIC THRESHER SHARK,4,1,0.041322314,0,0.000000000,0
2016,L,27.5,-152.5,SHK,PELAGIC THRESHER SHARK,45,1,0.002130978,0,0.000000000,1
2016,L,37.5,147.5,SHK,PELAGIC THRESHER SHARK,9,1,0.014251714,0,0.000000000,0
2017,L,-22.5,-152.5,SHK,PELAGIC THRESHER SHARK,3,2,0.026347684,1,0.013173842,1
2017,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,5,1,0.024721879,0,0.000000000,0
2017,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,7,5,0.045731847,0,0.000000000,1
2017,L,-22.5,172.5,SHK,PELAGIC THRESHER SHARK,9,1,0.006868792,0,0.000000000,1
2017,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,22,1,0.001445755,0,0.000000000,1
2017,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,21,1,0.001863006,0,0.000000000,1
2017,L,-17.5,-152.5,SHK,PELAGIC THRESHER SHARK,7,1,0.007573692,0,0.000000000,1
2017,L,-17.5,-147.5,SHK,PELAGIC THRESHER SHARK,9,1,0.013516801,0,0.000000000,1
2017,L,-17.5,157.5,SHK,PELAGIC THRESHER SHARK,7,1,0.016686412,0,0.000000000,1
2017,L,-17.5,162.5,SHK,PELAGIC THRESHER SHARK,10,1,0.010499239,0,0.000000000,1
2017,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,37,3,0.001740600,1,0.000580200,2
2017,L,-12.5,-147.5,SHK,PELAGIC THRESHER SHARK,10,1,0.008169868,0,0.000000000,1
2017,L,-12.5,-142.5,SHK,PELAGIC THRESHER SHARK,14,1,0.004038576,0,0.000000000,1
2017,L,-12.5,-137.5,SHK,PELAGIC THRESHER SHARK,13,1,0.011743292,0,0.000000000,1
2017,L,-12.5,-132.5,SHK,PELAGIC THRESHER SHARK,19,4,0.011947146,0,0.000000000,3
2017,L,-12.5,177.5,SHK,PELAGIC THRESHER SHARK,15,1,0.003032205,1,0.003032205,0
2017,L,-7.5,-142.5,SHK,PELAGIC THRESHER SHARK,11,2,0.010356899,0,0.000000000,1
2017,L,-7.5,-137.5,SHK,PELAGIC THRESHER SHARK,12,5,0.039647298,0,0.000000000,4
2017,L,-7.5,-132.5,SHK,PELAGIC THRESHER SHARK,11,5,0.014550111,3,0.008730066,2
2017,L,-2.5,-167.5,SHK,PELAGIC THRESHER SHARK,10,1,0.003709612,0,0.000000000,1
2017,L,-2.5,-162.5,SHK,PELAGIC THRESHER SHARK,7,3,0.024799742,1,0.008266581,0
2017,L,-2.5,-152.5,SHK,PELAGIC THRESHER SHARK,8,1,0.008780942,0,0.000000000,1
2017,L,-2.5,167.5,SHK,PELAGIC THRESHER SHARK,11,1,0.005843306,1,0.005843306,0
2017,L,2.5,-172.5,SHK,PELAGIC THRESHER SHARK,12,2,0.011736607,2,0.011736607,0
2017,L,2.5,-162.5,SHK,PELAGIC THRESHER SHARK,3,2,0.063193150,2,0.063193150,0
2017,L,2.5,-152.5,SHK,PELAGIC THRESHER SHARK,5,2,0.028775322,1,0.014387661,1
2017,L,2.5,157.5,SHK,PELAGIC THRESHER SHARK,9,1,0.006234103,0,0.000000000,0
2017,L,2.5,162.5,SHK,PELAGIC THRESHER SHARK,10,4,0.013400066,3,0.010050049,0
2017,L,7.5,-177.5,SHK,PELAGIC THRESHER SHARK,15,1,0.006323551,0,0.000000000,0
2017,L,7.5,177.5,SHK,PELAGIC THRESHER SHARK,12,1,0.004469014,0,0.000000000,1
2017,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,29,2,0.006585641,1,0.003292821,0
2017,L,12.5,132.5,SHK,PELAGIC THRESHER SHARK,3,37,0.550488745,30,0.446342225,0
2017,L,12.5,152.5,SHK,PELAGIC THRESHER SHARK,8,2,0.017023450,1,0.008511725,1
2017,L,12.5,177.5,SHK,PELAGIC THRESHER SHARK,22,5,0.005506553,2,0.002202621,2
2017,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,48,1,0.000994425,1,0.000994425,0
2017,L,22.5,-152.5,SHK,PELAGIC THRESHER SHARK,30,1,0.002692319,0,0.000000000,1
2017,L,22.5,152.5,SHK,PELAGIC THRESHER SHARK,8,1,0.010262831,0,0.000000000,0
2017,L,27.5,-162.5,SHK,PELAGIC THRESHER SHARK,29,1,0.002463679,0,0.000000000,1
2017,L,27.5,-157.5,SHK,PELAGIC THRESHER SHARK,73,3,0.002230249,1,0.000743416,2
2017,L,37.5,-157.5,SHK,PELAGIC THRESHER SHARK,3,1,0.016793175,0,0.000000000,1
2018,L,-32.5,-162.5,SHK,PELAGIC THRESHER SHARK,3,1,0.011090778,0,0.000000000,1
2018,L,-22.5,-177.5,SHK,PELAGIC THRESHER SHARK,20,9,0.036390690,2,0.008086820,7
2018,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,7,2,0.033268460,1,0.016634230,0
2018,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,13,2,0.012836394,0,0.000000000,2
2018,L,-22.5,167.5,SHK,PELAGIC THRESHER SHARK,11,4,0.023714665,0,0.000000000,4
2018,L,-22.5,172.5,SHK,PELAGIC THRESHER SHARK,22,2,0.004531849,1,0.002265924,1
2018,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,30,4,0.003806363,0,0.000000000,4
2018,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,31,5,0.003618550,1,0.000723710,4
2018,L,-17.5,-142.5,SHK,PELAGIC THRESHER SHARK,4,1,0.028998956,0,0.000000000,1
2018,L,-17.5,162.5,SHK,PELAGIC THRESHER SHARK,7,4,0.047412465,0,0.000000000,3
2018,L,-17.5,167.5,SHK,PELAGIC THRESHER SHARK,6,1,0.005712980,0,0.000000000,1
2018,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,55,4,0.001486965,1,0.000371741,3
2018,L,-12.5,-147.5,SHK,PELAGIC THRESHER SHARK,14,1,0.006621771,0,0.000000000,1
2018,L,-7.5,-167.5,SHK,PELAGIC THRESHER SHARK,15,1,0.002959526,1,0.002959526,0
2018,L,-7.5,-142.5,SHK,PELAGIC THRESHER SHARK,12,2,0.008034064,1,0.004017032,1
2018,L,-7.5,-132.5,SHK,PELAGIC THRESHER SHARK,11,13,0.036034338,9,0.024946849,0
2018,L,-2.5,-152.5,SHK,PELAGIC THRESHER SHARK,11,5,0.034104318,1,0.006820864,0
2018,L,2.5,142.5,SHK,PELAGIC THRESHER SHARK,16,12,0.027469257,8,0.018312838,0
2018,L,2.5,147.5,SHK,PELAGIC THRESHER SHARK,19,6,0.004168308,4,0.002778872,0
2018,L,2.5,177.5,SHK,PELAGIC THRESHER SHARK,8,2,0.033995105,1,0.016997552,1
2018,L,7.5,-177.5,SHK,PELAGIC THRESHER SHARK,13,2,0.015649330,0,0.000000000,2
2018,L,7.5,-152.5,SHK,PELAGIC THRESHER SHARK,6,3,0.030640071,2,0.020426714,1
2018,L,7.5,132.5,SHK,PELAGIC THRESHER SHARK,4,288,2.024931975,166,1.167148291,0
2018,L,7.5,172.5,SHK,PELAGIC THRESHER SHARK,9,6,0.039744048,4,0.026496032,2
2018,L,7.5,177.5,SHK,PELAGIC THRESHER SHARK,23,45,0.131401056,17,0.049640399,28
2018,L,12.5,-157.5,SHK,PELAGIC THRESHER SHARK,6,5,0.035682936,3,0.021409761,2
2018,L,12.5,132.5,SHK,PELAGIC THRESHER SHARK,6,4,0.064332470,2,0.032166235,0
2018,L,12.5,157.5,SHK,PELAGIC THRESHER SHARK,7,1,0.001725030,1,0.001725030,0
2018,L,12.5,172.5,SHK,PELAGIC THRESHER SHARK,13,1,0.008899806,1,0.008899806,0
2018,L,12.5,177.5,SHK,PELAGIC THRESHER SHARK,26,57,0.095662302,8,0.013426288,49
2018,L,17.5,132.5,SHK,PELAGIC THRESHER SHARK,3,1,0.043101590,0,0.000000000,0
2018,L,17.5,137.5,SHK,PELAGIC THRESHER SHARK,5,2,0.074266617,1,0.037133309,0
2018,L,27.5,147.5,SHK,PELAGIC THRESHER SHARK,12,6,0.036080893,3,0.018040447,0
2018,L,32.5,147.5,SHK,PELAGIC THRESHER SHARK,12,2,0.018213775,2,0.018213775,0
2018,L,32.5,152.5,SHK,PELAGIC THRESHER SHARK,9,1,0.011962295,0,0.000000000,0
2019,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,11,3,0.025129837,0,0.000000000,1
2019,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,14,8,0.056235458,0,0.000000000,8
2019,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,22,1,0.001824531,0,0.000000000,1
2019,L,-17.5,-147.5,SHK,PELAGIC THRESHER SHARK,10,1,0.008031290,1,0.008031290,0
2019,L,-17.5,157.5,SHK,PELAGIC THRESHER SHARK,8,1,0.011603755,0,0.000000000,1
2019,L,-17.5,167.5,SHK,PELAGIC THRESHER SHARK,4,2,0.015573898,0,0.000000000,2
2019,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,42,1,0.000655837,0,0.000000000,0
2019,L,-12.5,157.5,SHK,PELAGIC THRESHER SHARK,8,1,0.005840678,0,0.000000000,0
2019,L,-12.5,177.5,SHK,PELAGIC THRESHER SHARK,26,9,0.006122907,1,0.000680323,8
2019,L,-7.5,-147.5,SHK,PELAGIC THRESHER SHARK,17,3,0.007629492,0,0.000000000,3
2019,L,-7.5,167.5,SHK,PELAGIC THRESHER SHARK,17,2,0.006292197,0,0.000000000,0
2019,L,-7.5,172.5,SHK,PELAGIC THRESHER SHARK,11,3,0.009467754,0,0.000000000,0
2019,L,-7.5,177.5,SHK,PELAGIC THRESHER SHARK,10,1,0.002254156,0,0.000000000,0
2019,L,-2.5,-177.5,SHK,PELAGIC THRESHER SHARK,13,3,0.007762649,2,0.005175099,1
2019,L,-2.5,172.5,SHK,PELAGIC THRESHER SHARK,9,7,0.019825591,0,0.000000000,6
2019,L,-2.5,177.5,SHK,PELAGIC THRESHER SHARK,7,4,0.031982857,0,0.000000000,0
2019,L,2.5,-172.5,SHK,PELAGIC THRESHER SHARK,10,1,0.004046044,0,0.000000000,1
2019,L,2.5,-167.5,SHK,PELAGIC THRESHER SHARK,13,1,0.005928104,0,0.000000000,1
2019,L,2.5,-152.5,SHK,PELAGIC THRESHER SHARK,16,11,0.048644370,0,0.000000000,11
2019,L,2.5,147.5,SHK,PELAGIC THRESHER SHARK,11,2,0.003331856,0,0.000000000,1
2019,L,2.5,152.5,SHK,PELAGIC THRESHER SHARK,7,1,0.007548138,0,0.000000000,0
2019,L,7.5,-172.5,SHK,PELAGIC THRESHER SHARK,7,4,0.044805879,1,0.011201470,2
2019,L,7.5,132.5,SHK,PELAGIC THRESHER SHARK,4,31,0.650659055,18,0.377802032,0
2019,L,7.5,177.5,SHK,PELAGIC THRESHER SHARK,5,3,0.079908372,0,0.000000000,3
2019,L,12.5,-177.5,SHK,PELAGIC THRESHER SHARK,10,1,0.008144848,0,0.000000000,1
2019,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,16,12,0.049197265,6,0.024598632,5
2019,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,25,13,0.040603937,8,0.024987038,5
2019,L,12.5,132.5,SHK,PELAGIC THRESHER SHARK,9,10,0.049248711,3,0.014774613,0
2019,L,12.5,137.5,SHK,PELAGIC THRESHER SHARK,6,2,0.009778660,2,0.009778660,0
2019,L,12.5,152.5,SHK,PELAGIC THRESHER SHARK,3,1,0.022389898,1,0.022389898,0
2019,L,12.5,172.5,SHK,PELAGIC THRESHER SHARK,8,1,0.018398248,0,0.000000000,1
2019,L,12.5,177.5,SHK,PELAGIC THRESHER SHARK,7,1,0.007193779,0,0.000000000,1
2019,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,73,5,0.003326660,3,0.001995996,2
2019,L,17.5,177.5,SHK,PELAGIC THRESHER SHARK,3,1,0.017605014,0,0.000000000,1
2019,L,22.5,-172.5,SHK,PELAGIC THRESHER SHARK,8,1,0.005409353,0,0.000000000,1
2019,L,27.5,-157.5,SHK,PELAGIC THRESHER SHARK,54,1,0.001334324,0,0.000000000,1
2019,L,37.5,157.5,SHK,PELAGIC THRESHER SHARK,17,1,0.002500594,1,0.002500594,0
2020,L,-22.5,-177.5,SHK,PELAGIC THRESHER SHARK,18,3,0.010887395,0,0.000000000,3
2020,L,-22.5,157.5,SHK,PELAGIC THRESHER SHARK,6,3,0.025736493,1,0.008578831,2
2020,L,-22.5,162.5,SHK,PELAGIC THRESHER SHARK,10,1,0.006744180,0,0.000000000,1
2020,L,-22.5,167.5,SHK,PELAGIC THRESHER SHARK,6,1,0.022741745,0,0.000000000,1
2020,L,-22.5,177.5,SHK,PELAGIC THRESHER SHARK,23,2,0.002513349,1,0.001256675,1
2020,L,-17.5,-177.5,SHK,PELAGIC THRESHER SHARK,26,3,0.005530290,2,0.003686860,1
2020,L,-17.5,162.5,SHK,PELAGIC THRESHER SHARK,7,2,0.041023117,0,0.000000000,2
2020,L,-17.5,177.5,SHK,PELAGIC THRESHER SHARK,37,5,0.003139079,0,0.000000000,5
2020,L,-12.5,-132.5,SHK,PELAGIC THRESHER SHARK,6,5,0.027498213,0,0.000000000,0
2020,L,-12.5,177.5,SHK,PELAGIC THRESHER SHARK,14,6,0.013302295,1,0.002217049,5
2020,L,2.5,-172.5,SHK,PELAGIC THRESHER SHARK,4,1,0.013178356,0,0.000000000,0
2020,L,7.5,-177.5,SHK,PELAGIC THRESHER SHARK,4,18,0.167703947,2,0.018633772,0
2020,L,7.5,-172.5,SHK,PELAGIC THRESHER SHARK,3,2,0.123122384,0,0.000000000,0
2020,L,7.5,177.5,SHK,PELAGIC THRESHER SHARK,4,8,0.109200109,0,0.000000000,0
2020,L,12.5,-167.5,SHK,PELAGIC THRESHER SHARK,10,7,0.035438552,4,0.020250601,2
2020,L,12.5,-162.5,SHK,PELAGIC THRESHER SHARK,14,7,0.033701969,0,0.000000000,0
2020,L,12.5,132.5,SHK,PELAGIC THRESHER SHARK,3,4,0.111061750,2,0.055530875,0
2020,L,12.5,177.5,SHK,PELAGIC THRESHER SHARK,4,7,0.168463612,1,0.024066230,0
2020,L,17.5,-162.5,SHK,PELAGIC THRESHER SHARK,40,2,0.002344594,0,0.000000000,2
2020,L,17.5,-157.5,SHK,PELAGIC THRESHER SHARK,39,1,0.001789367,0,0.000000000,1
2020,L,22.5,-152.5,SHK,PELAGIC THRESHER SHARK,43,2,0.002881051,0,0.000000000,2
2013,L,-42.5,167.5,SHK,PORBEAGLE SHARK,5,115,0.368809611,32,0.102625283,82
2013,L,-37.5,152.5,SHK,PORBEAGLE SHARK,17,3,0.046032745,1,0.015344248,0
2013,L,-37.5,177.5,SHK,PORBEAGLE SHARK,7,156,3.461128860,41,0.909655662,105
2013,L,-32.5,172.5,SHK,PORBEAGLE SHARK,5,16,0.262303682,10,0.163939801,6
2014,L,-47.5,167.5,SHK,PORBEAGLE SHARK,3,10,0.250570047,2,0.050114009,8
2014,L,-42.5,167.5,SHK,PORBEAGLE SHARK,6,274,0.692079978,90,0.227325540,140
2014,L,-42.5,172.5,SHK,PORBEAGLE SHARK,3,140,5.756578947,108,4.440789474,14
2014,L,-37.5,177.5,SHK,PORBEAGLE SHARK,7,243,4.307441415,65,1.152196263,127
2014,L,-27.5,157.5,SHK,PORBEAGLE SHARK,3,1,0.031295966,0,0.000000000,0
2015,L,-42.5,152.5,SHK,PORBEAGLE SHARK,7,633,1.034230919,89,0.145413194,0
2015,L,-42.5,157.5,SHK,PORBEAGLE SHARK,6,72,0.787057280,23,0.251421076,0
2015,L,-37.5,157.5,SHK,PORBEAGLE SHARK,7,2,0.024355196,2,0.024355196,0
2015,L,-37.5,162.5,SHK,PORBEAGLE SHARK,6,1,0.015395274,0,0.000000000,0
2015,L,-32.5,177.5,SHK,PORBEAGLE SHARK,3,13,0.819155640,4,0.252047889,8
2016,L,-42.5,152.5,SHK,PORBEAGLE SHARK,6,571,0.986813681,84,0.145170489,0
2016,L,-42.5,157.5,SHK,PORBEAGLE SHARK,6,105,0.544351703,13,0.067395925,0
2016,L,-42.5,167.5,SHK,PORBEAGLE SHARK,5,152,1.782363977,51,0.598030019,94
2016,L,-42.5,172.5,SHK,PORBEAGLE SHARK,3,26,2.007722008,8,0.617760618,12
2016,L,-37.5,157.5,SHK,PORBEAGLE SHARK,4,3,0.029419841,1,0.009806614,0
2016,L,-37.5,177.5,SHK,PORBEAGLE SHARK,11,643,4.042143908,286,1.797905377,356
2016,L,-32.5,172.5,SHK,PORBEAGLE SHARK,3,2,0.043830813,1,0.021915407,1
2016,L,-32.5,177.5,SHK,PORBEAGLE SHARK,4,6,0.102007855,0,0.000000000,6
2016,L,7.5,177.5,SHK,PORBEAGLE SHARK,6,1,0.009782439,0,0.000000000,0
2017,L,-42.5,152.5,SHK,PORBEAGLE SHARK,3,46,0.164999336,6,0.021521653,0
2017,L,-42.5,157.5,SHK,PORBEAGLE SHARK,3,18,0.076668498,1,0.004259361,0
2017,L,-37.5,177.5,SHK,PORBEAGLE SHARK,4,360,2.557817329,204,1.449429820,156
2017,L,-32.5,177.5,SHK,PORBEAGLE SHARK,3,1,0.161030596,1,0.161030596,0
2019,L,-42.5,152.5,SHK,PORBEAGLE SHARK,6,264,0.455038256,37,0.063774301,0
2019,L,-42.5,157.5,SHK,PORBEAGLE SHARK,6,225,0.903530999,44,0.176690506,0
2019,L,-32.5,172.5,SHK,PORBEAGLE SHARK,5,8,0.105631478,5,0.066019674,3
2019,L,-32.5,177.5,SHK,PORBEAGLE SHARK,4,3,0.021068451,2,0.014045634,1
2013,L,-17.5,-177.5,SHK,SCALLOPED HAMMERHEAD,19,2,0.004296502,0,0.000000000,2
2013,L,-17.5,177.5,SHK,SCALLOPED HAMMERHEAD,24,17,0.016042200,4,0.003774635,12
2013,L,-12.5,157.5,SHK,SCALLOPED HAMMERHEAD,9,2,0.008246369,1,0.004123184,1
2013,L,-12.5,162.5,SHK,SCALLOPED HAMMERHEAD,10,1,0.003298284,0,0.000000000,1
2013,L,-7.5,-132.5,SHK,SCALLOPED HAMMERHEAD,5,4,0.016516913,4,0.016516913,0
2013,L,-7.5,157.5,SHK,SCALLOPED HAMMERHEAD,12,1,0.004224472,1,0.004224472,0
2013,L,-7.5,162.5,SHK,SCALLOPED HAMMERHEAD,12,1,0.002479433,0,0.000000000,0
2013,L,-7.5,167.5,SHK,SCALLOPED HAMMERHEAD,16,1,0.001814628,0,0.000000000,1
2013,L,-2.5,-152.5,SHK,SCALLOPED HAMMERHEAD,7,1,0.005947885,1,0.005947885,0
2013,L,-2.5,172.5,SHK,SCALLOPED HAMMERHEAD,8,1,0.017770827,1,0.017770827,0
2013,L,2.5,177.5,SHK,SCALLOPED HAMMERHEAD,11,1,0.002804931,1,0.002804931,0
2013,L,12.5,177.5,SHK,SCALLOPED HAMMERHEAD,6,1,0.019693180,1,0.019693180,0
2013,L,17.5,-162.5,SHK,SCALLOPED HAMMERHEAD,29,1,0.001434360,1,0.001434360,0
2014,L,-22.5,152.5,SHK,SCALLOPED HAMMERHEAD,7,1,0.015062056,0,0.000000000,0
2014,L,-17.5,177.5,SHK,SCALLOPED HAMMERHEAD,30,1,0.000666341,1,0.000666341,0
2014,L,-2.5,-157.5,SHK,SCALLOPED HAMMERHEAD,6,1,0.006515040,0,0.000000000,0
2014,L,-2.5,162.5,SHK,SCALLOPED HAMMERHEAD,4,1,0.003796565,0,0.000000000,0
2014,L,-2.5,177.5,SHK,SCALLOPED HAMMERHEAD,5,1,0.014872100,0,0.000000000,0
2014,L,2.5,157.5,SHK,SCALLOPED HAMMERHEAD,4,1,0.003513901,0,0.000000000,1
2015,L,-22.5,152.5,SHK,SCALLOPED HAMMERHEAD,3,1,0.027012426,0,0.000000000,0
2015,L,-17.5,-177.5,SHK,SCALLOPED HAMMERHEAD,22,1,0.001948087,1,0.001948087,0
2015,L,-17.5,-152.5,SHK,SCALLOPED HAMMERHEAD,5,1,0.026941833,1,0.026941833,0
2015,L,-7.5,-167.5,SHK,SCALLOPED HAMMERHEAD,17,1,0.003396162,1,0.003396162,0
2015,L,-2.5,-167.5,SHK,SCALLOPED HAMMERHEAD,11,1,0.006914864,0,0.000000000,1
2015,L,-2.5,162.5,SHK,SCALLOPED HAMMERHEAD,6,1,0.006721062,0,0.000000000,0
2015,L,-2.5,167.5,SHK,SCALLOPED HAMMERHEAD,5,1,0.005376200,1,0.005376200,0
2015,L,-2.5,172.5,SHK,SCALLOPED HAMMERHEAD,8,1,0.002435609,0,0.000000000,1
2015,L,-2.5,177.5,SHK,SCALLOPED HAMMERHEAD,9,1,0.002491150,0,0.000000000,1
2015,L,17.5,152.5,SHK,SCALLOPED HAMMERHEAD,5,1,0.006854573,1,0.006854573,0
2016,L,-22.5,177.5,SHK,SCALLOPED HAMMERHEAD,23,1,0.001635529,0,0.000000000,1
2016,L,-17.5,177.5,SHK,SCALLOPED HAMMERHEAD,49,2,0.000998766,1,0.000499383,1
2016,L,-12.5,157.5,SHK,SCALLOPED HAMMERHEAD,4,1,0.012659350,1,0.012659350,0
2017,L,-17.5,-177.5,SHK,SCALLOPED HAMMERHEAD,21,1,0.001863006,1,0.001863006,0
2017,L,-17.5,177.5,SHK,SCALLOPED HAMMERHEAD,37,2,0.001160400,0,0.000000000,2
2017,L,-12.5,-137.5,SHK,SCALLOPED HAMMERHEAD,13,1,0.011743292,0,0.000000000,1
2017,L,-12.5,-132.5,SHK,SCALLOPED HAMMERHEAD,19,1,0.002986786,1,0.002986786,0
2017,L,-7.5,-137.5,SHK,SCALLOPED HAMMERHEAD,12,2,0.015858919,0,0.000000000,2
2017,L,-7.5,-132.5,SHK,SCALLOPED HAMMERHEAD,11,1,0.002910022,1,0.002910022,0
2017,L,-2.5,-137.5,SHK,SCALLOPED HAMMERHEAD,6,2,0.034985831,1,0.017492915,1
2017,L,-2.5,162.5,SHK,SCALLOPED HAMMERHEAD,13,1,0.002346129,0,0.000000000,1
2017,L,2.5,162.5,SHK,SCALLOPED HAMMERHEAD,10,2,0.006700033,1,0.003350016,1
2017,L,22.5,-152.5,SHK,SCALLOPED HAMMERHEAD,30,1,0.002692319,0,0.000000000,1
2018,L,-22.5,157.5,SHK,SCALLOPED HAMMERHEAD,7,1,0.016634230,0,0.000000000,0
2018,L,-17.5,-177.5,SHK,SCALLOPED HAMMERHEAD,31,1,0.000723710,0,0.000000000,1
2018,L,-17.5,157.5,SHK,SCALLOPED HAMMERHEAD,6,1,0.019306510,0,0.000000000,1
2018,L,-17.5,177.5,SHK,SCALLOPED HAMMERHEAD,55,1,0.000371741,1,0.000371741,0
2018,L,-12.5,147.5,SHK,SCALLOPED HAMMERHEAD,3,1,0.006587485,1,0.006587485,0
2018,L,-12.5,157.5,SHK,SCALLOPED HAMMERHEAD,4,1,0.013125771,1,0.013125771,0
2018,L,-7.5,-147.5,SHK,SCALLOPED HAMMERHEAD,22,1,0.002460951,0,0.000000000,1
2018,L,-7.5,-142.5,SHK,SCALLOPED HAMMERHEAD,12,1,0.004017032,1,0.004017032,0
2018,L,-7.5,-137.5,SHK,SCALLOPED HAMMERHEAD,10,1,0.008411207,1,0.008411207,0
2018,L,-7.5,-132.5,SHK,SCALLOPED HAMMERHEAD,11,1,0.002771872,1,0.002771872,0
2018,L,-2.5,162.5,SHK,SCALLOPED HAMMERHEAD,18,2,0.003086972,1,0.001543486,0
